,type,isfood_encoded
16251,Fuel For rented cars,0
16252, miles travelled,0
16253,Hotel,0
16254,Personal Car,0
16255, miles travelled,0
16256, miles travelled,0
16257, miles travelled,0
16258,Rail,0
16259,Fuel For Rented Cars,0
16260,Parking Tolls Cong Charge,0
16261,Parking Tolls Cong Charge,0
16262, miles travelled,0
16263,Taxi,0
16264,Meals for day trip,1
16265,Lunch when at NON client site,1
16266,Parking Tolls Cong Charge,0
16267, miles travelled,0
16268, Lunch Drink VAT ,1
16269, miles travelled,0
16270,Per diem Lunch,1
16271,Metropolitan public transport,0
16272,Dinner,1
16273,Meals Business Or Travel,1
16274,Hotel domestic accomad ,0
16275, Toll,0
16277,Gasoline,0
16278,Urb transport bus tram metro ,0
16279,Hotel domestic accomad ,0
16280,Taxi International,0
16281,Other services,0
16282,Parking Tolls Cong Charge,0
16283, Bank fees,0
16284,Overseas Per Diem,0
16285, miles travelled,0
16286,Telephone Mobile,0
16287,Lunch Max F C,1
16288,Parking Tolls Cong Charge,0
16289,Hotel,0
16290,Standby allowance Accor FB,0
16291,Hotel domestic breakf etc,0
16292,Dom Trvl Accommodation Expense,0
16293, Furniture,0
16294,Motorway Car park,0
16295,Train km ,0
16296,Meals for day trip,1
16297, Taxi,0
16298,Parking Toll ERP,0
16299,Parking Tolls Cong Charge,0
16300,Hotel abroad,0
16301,Laundry and dry cleaning,0
16302,UK Per Diem,1
16303,Underground,0
16304,Taxis,0
16305,Train,0
16306,Travel Exp,1
16307,Taxi,0
16308,Dinner invitation,0
16309,Local public transport,0
16310, miles travelled,0
16311, Dinner country,1
16312,Hotel domestic accomad ,0
16313,Entertainment food drink,0
16314,Public Transport,0
16315,Taxis,0
16316,Accommodation Hotel,0
16317,Parking Tolls Cong Charge,0
16318,Underground,0
16319,Parking,0
16320, Dinner Paris,1
16321,DOMESTIC TRAVEL STAFF MEALS,0
16322,Lunch when at NON client site,1
16323,Hotel Accommodation,0
16324,Overseas Per Diem,0
16325, miles travelled,0
16326,Lunch when at NON client site,1
16327, miles travelled,0
16328, miles travelled,0
16329,Lunch Training Non client Site,1
16330,Airfare,0
16331, Transports occasional ,0
16332,Rail,0
16333, miles travelled,0
16334,Meals Business Or Travel,1
16335,Parking Tolls Cong Charge,0
16336,Conveyance Expenses,0
16337,Telepass,0
16338,Telephone Mobile,0
16339,National Meal,1
16340, Taxi,0
16341,Underground,0
16342,Eve Meal re overnight stay,1
16343,Toll Fee Local ,0
16344,Parking Tolls Cong Charge,0
16345, Transports Subscription ,0
16346,Taxi International,0
16347,Hotel domestic breakf etc,0
16348,Meals for day trip,1
16349,Taxi,0
16350,Parking Tolls Cong Charge,0
16351,Parking Tolls Cong Charge,0
16352, Lnch Dnnr Cntry cumulated ,1
16353, Taxi,0
16354,Airfare,0
16355, Hotel except Paris Sophia,0
16356,Taxi,0
16357,Meals Business Or Travel,1
16358,Meals for day trip,1
16359,Taxi,0
16360,Lodging excl breakfast,0
16361, miles travelled,0
16362,Eve Meal re overnight stay,1
16363, Mileage allowances BULL,0
16364,Other Travelling Exp Local ,0
16365, Dinner country,1
16366, miles travelled,0
16367,Hotel Accommodation,0
16368,Parking Tolls Cong Charge,0
16369,Taxi,0
16370, Lunch,1
16371,Motorway Car park,0
16372, Transports occasional ,0
16373, miles travelled,0
16374, Taxi,0
16376,Hotel domestic accomad ,0
16377,Hotel domestic breakf etc,0
16378, Postage,0
16379,Hotel domestic breakf etc,0
16380,Motorway Car Park,0
16381,Rail,0
16382,Taxis,0
16383,Taxi,0
16384, miles travelled,0
16385,Parking Tolls Cong Charge,0
16386,Meals for day trip,1
16387,Others ,0
16388,Taxi,0
16389, miles travelled,0
16390,Dinner abroad,1
16391, miles travelled,0
16392,Per diem Lunch,1
16393,Taxi,0
16394,Parking Tolls Cong Charge,0
16395, Parking,0
16396,Vision care,0
16397,Taxi,0
16398,Conveyance Expenses,0
16399,Train,0
16400,Meals for day trip,1
16401,Taxi Local ,0
16402,Train,0
16403,Taxis,0
16404,CO Panel Doc Depend,0
16405,Personal Incidental Exp UK,0
16406,Meals Business Or Travel,1
16407,Parking Tolls Cong Charge,0
16408, Hotel except Paris Sophia,0
16409,Business meal,1
16410, Lunch,1
16411, miles travelled,0
16412, miles travelled,0
16413, miles travelled,0
16415,Lunch when at NON client site,1
16416,Hotel,0
16417,Local Transport allowance,0
16418,Airfare GST,0
16419,Meals for day trip,1
16420,High Speed Rail,0
16421,Eve Meal re overnight stay,1
16422, Mileage allowances BULL,0
16423,Toll Parking GST,0
16424, Meal allowance Paris,1
16425,Train km ,0
16426,UK Per Diem,1
16427,Entertainment Gift presents,0
16428, miles travelled,0
16429,UK Per Diem,1
16430, Taxi,0
16431,Rail,0
16432, Mileage allowances BULL,0
16433, miles travelled,0
16434,Staff Ent Project Celebration,0
16435,Taxis,0
16436,Other Gift Award,0
16437,Meals for day trip,1
16438, Lnch Dnnr Paris cumulated ,1
16439,Conveyance Expenses,0
16440,Lunch when at NON client site,1
16441, Toll,0
16442,Transportation,0
16443, Train,0
16444,Train km ,0
16445,FOREIGN TRAVEL rd PartyTRAVEL,0
16446,Telephone Internet,0
16447,Subway,0
16448,Airline Ship tickets luggage,0
16449,Meals for day trip,1
16450, Meal allowance Paris,1
16451,Parking Tolls Cong Charge,0
16452,Public Transport,0
16453,Production support Accor FB,0
16454,Hotel domestic breakf etc,0
16455, miles travelled,0
16456,Bus,0
16457, Meal allowance country,1
16458,Tool,0
16459,Conveyance Expenses,0
16460,Train km ,0
16461, Train,0
16462,Meals Business Or Travel,1
16463,Lunch when at NON client site,1
16465, miles travelled,0
16466,Taxi Travelled KMs,0
16467,Lunch when at NON client site,1
16468,Phone charge,0
16470,Rental car,0
16471, Toll,0
16472, Lunch,1
16473,Parking,0
16474, miles travelled,0
16475,Other travel expenses,0
16476,Hotel domestic breakf etc,0
16477,Parking,0
16478,Hotel domestic accomad ,0
16479, Lnch Dnnr Cntry cumulated ,1
16480,Other Expenses Others,0
16481, miles travelled,0
16482, Taxi,0
16483,Diesel Domestic,0
16484, Lunch,1
16485, miles travelled,0
16486, Meal allowance country,1
16487,Breakfast after overnight stay,1
16488,Meals for day trip,1
16489,Meals for day trip,1
16490, Meal allowance Paris,1
16491,Lunch when at NON client site,1
16492, miles travelled,0
16493,Hotel domestic breakf etc,0
16494,Per diem Lunch,1
16495, Hotel Meal part,0
16496,Other services,0
16497,Mobility Allowance Expense,0
16498,Lunch when at NON client site,1
16499,Parking,0
16500, Hotel except Paris Sophia,0
16501,Taxi,0
16502, Plane,0
16503, Mileage allowances BULL,0
16504, Transports Subscription ,0
16505,Stationary Postage Printing,0
16506, Toll,0
16507, Breakfast,1
16508,Per diem Lunch,1
16509,Lunch when at NON client site,1
16511,Personal Incidental Exp UK,0
16512,Mobile Phone No GST,0
16513, Small equipment,0
16514,Employees meals,1
16515,Train km ,0
16516, Hotel Paris Sophia,0
16517,Lunch when at NON client site,1
16518,Meals Business Or Travel,1
16519,Training Staff Cert Reimb,0
16520,Hotel,0
16521,Taxi,0
16522,Hotel F C,0
16524,Rail,0
16525, Small equipment,0
16526, Mileage allowances BULL,0
16527, Transports occasional ,0
16528,Train km ,0
16529,Rail,0
16530,Meals for day trip,1
16531, Toll,0
16532, Dinner Drink VAT ,1
16533,Telephone Internet,0
16534, Transports Subscription ,0
16535,Hotel Accommodation,0
16536, Parking,0
16537,Train km ,0
16538,Taxi ,0
16539, Reception,1
16540,Lunch when at NON client site,1
16541, Dinner Drink VAT ,1
16543,Hotel Accommodation,0
16544,Lunch when at NON client site,1
16545,Taxi,0
16546, miles travelled,0
16547,Total Per diem,1
16548,Overseas Per Diem,0
16549,Lunch when at NON client site,1
16550,Hotel Accommodation,0
16551, Breakfast,1
16552,UK Per Diem,1
16553,FOREIGN TRAVEL STAFF MEALS,0
16554,FOREIGN TRAVEL STAFF MEALS,0
16555, miles travelled,0
16556,Others,0
16557,Training seminars tax free ,0
16558,Parking Tolls Cong Charge,0
16559,Taxi,0
16560,Taxi,0
16561,Eve Meal re overnight stay,1
16562, miles travelled,0
16563,Parking,0
16564,Late Sitting Conveyance,0
16565,Personal Incidental Exp UK,0
16566,Parking tax relevant,0
16567, miles travelled,0
16568,STIA Allowance,0
16569,Lodging incl breakfast,0
16570,Meal Allowance Weekday ,1
16571,Meals Business Or Travel,1
16572, Mileage allowances BULL,0
16573,Health and Safety,0
16574,Taxi,0
16575,Lunch when at NON client site,1
16576,Car Hire Days,0
16577,Lunch when at NON client site,1
16578,Car Rental,0
16579,Overseas Per Diem,0
16580, miles travelled,0
16581, miles travelled,0
16582,Hotel domestic accomad ,0
16583, miles travelled,0
16584,Eve Meal late home after pm,1
16585,Taxi,0
16586,Rail,0
16587, miles travelled,0
16588,Taxis,0
16589, Transports Subscription ,0
16590,Meals No GST,1
16591, Transports Subscription ,0
16592,Travel Exp,1
16593,Eve Meal re overnight stay,1
16594,Hotel Accommodation,0
16595,Motorway Car park,0
16596,Dinner,1
16597, miles travelled,0
16598, Meal allowance Paris,1
16599, Toll,0
16600, miles travelled,0
16601, miles travelled,0
16602, Lunch,1
16603,Service Private Sector,0
16604,Entertainment,0
16605, Mileage allowances BULL,0
16606,Accommodation Hotel,0
16607,Train km ,0
16608,Hotel abroad,0
16609, Lnch Dnnr Cntry cumulated ,1
16610,Per diem Lunch,1
16611,Lunch when at NON client site,1
16612,Lunch when at NON client site,1
16613,Other expenses,0
16614,Per diem Dinner,1
16615,Phone charge,0
16616, Hotel except Paris Sophia,0
16617, Transports Subscription ,0
16618,Parking,0
16619,Taxi Travelled KMs,0
16620,Hotel domestic accomad ,0
16621, Breakfast,1
16622,Underground,0
16623,Taxis,0
16624, Meal allowance country,1
16625,Business meal,1
16626,Lunch when at NON client site,1
16627,Lodging incl breakfast,0
16628,Motorway Car park,0
16629, Lnch Dnnr Paris cumulated ,1
16630,Parking Tolls Cong Charge,0
16631,Parking Tolls Cong Charge,0
16632,Train,0
16633, miles travelled,0
16634,Taxi,0
16635,Rail,0
16636, miles travelled,0
16637, Meal allowance country,1
16638,Printing stationery,0
16639, miles travelled,0
16640, miles travelled,0
16641,Rental car,0
16642,Eve Meal re overnight stay,1
16643,Air Travel,0
16645,Hotel Accommodation,0
16646,Hotel F C,0
16647,Train km ,0
16648,Late Sitting Conveyance,0
16649, miles travelled,0
16650,Hotel domestic breakf etc,0
16651,Taxi abroad,0
16652,Taxi,0
16653,Meals Business Or Travel,1
16654, miles travelled,0
16655,Train km ,0
16656, Lunch,1
16657,Flat rates Business,1
16658, Transports Subscription ,0
16659,Public Transport,0
16660,FOREIGN TRAVEL PARKING EXP,0
16661,Per diem Lunch,1
16662, Taxi,0
16663,Taxi ,0
16664, Taxi,0
16665,Train km ,0
16666,Taxi,0
16667,Hotel Accommodation,0
16668,Parking,0
16669,Breakfast after overnight stay,1
16670, miles travelled,0
16671,FOREIGN TRAVEL rd PartyTRAVEL,0
16672, Reception,1
16673,Underground,0
16674,Parking,0
16675,Train km ,0
16676,Meals Business Or Travel,1
16677,Train km ,0
16678,Underground,0
16679,UK Per Diem,1
16680,Taxi,0
16681, Taxi,0
16682,others ,0
16683, Mileage allowances BULL,0
16684,Rail,0
16685, miles travelled,0
16686,Taxi,0
16687,Rail,0
16688, Transports Zone extension ,0
16689,Parking,0
16690, miles travelled,0
16691, miles travelled,0
16692,Business meal,1
16693, miles travelled,0
16694,Car Rental,0
16695,Hotel,0
16696, Meal allowance Paris,1
16697,UK Per Diem,1
16698, Parking,0
16699,Parking toll ferry own car,0
16700,Parking toll ferry client car,0
16701, miles travelled,0
16702, Lunch,1
16703,Parking Tolls Cong Charge,0
16704,Other Incidentals,0
16705, miles travelled,0
16706, miles travelled,0
16707,Per diem Lunch,1
16708,Per diem Lunch,1
16709, Reception,1
16710,Sundry,0
16711,Hotel domestic accomad ,0
16712, Reception,1
16713,Meals for day trip,1
16714,Total Per diem,1
16715,Hotel Accommodation,0
16717, miles travelled,0
16718,Entertainment Staff ,0
16719, Meal allowance Paris,1
16720, miles travelled,0
16721, miles travelled,0
16722,Taxi,0
16724,Lunch,1
16725, miles travelled,0
16726, miles travelled,0
16727,Taxis,0
16728,Rail,0
16729,Taxi,0
16730,Train,0
16731,Underground,0
16732,Rail,0
16733, miles travelled,0
16734, miles travelled,0
16735,Phone charge,0
16736, Parking,0
16737,Taxi ,0
16738,Taxi,0
16739,Hotel Accommodation,0
16740,Hotel,0
16741,UK Per Diem,1
16742,Meals Business Or Travel,1
16743,Hotel Accommodation,0
16744,Dinner invitation,0
16745, miles travelled,0
16746,Taxi ,0
16747,Others,0
16748,Underground,0
16749,Hotel domestic breakf etc,0
16750,Other Tolls,0
16751,Taxi,0
16752,Transportation domestic,0
16753,Parking,0
16754,Underground,0
16755,Underground,0
16756, Hotel abroad,0
16757,Hotel International,0
16758,Breakfast after overnight stay,1
16759,Meals Business Or Travel,1
16760,Taxi,0
16761,Hotel Accommodation,0
16762, Lunch,1
16763, Dinner Paris,1
16764,Dinner invitation,0
16765,Amex fees,0
16766,Hotel Domestic ,0
16767,Parking Tolls Cong Charge,0
16768,Hotel Accommodation,0
16769,Overseas Per Diem,0
16770,Taxi,0
16771, Taxi,0
16772,FOREIGN OTHER EXPENSE,0
16773,Others ,0
16774, miles travelled,0
16776, Toll,0
16777,Parking,0
16778,Train km ,0
16779,Hotel,0
16780, miles travelled,0
16781,Other travel exp international,0
16782, Transports Subscription ,0
16783,Eve Meal re overnight stay,1
16784,Lodging incl breakfast,0
16785,Hotel,0
16786,Lunch when at NON client site,1
16787, miles travelled,0
16788,Production support Accor FB,0
16789, miles travelled,0
16790,Toll Fee Local ,0
16791, Toll,0
16792,Hotel Accommodation,0
16793,Client Entertainment,0
16794,Travel Exp,1
16795,Underground,0
16796,Meals for day trip,1
16797, miles travelled,0
16798,Rail,0
16799,Meals Business Or Travel,1
16800,Parking Tolls Cong Charge,0
16801,Taxis,0
16802,Underground,0
16803,Per diem Lunch,1
16805, Hotel except Paris Sophia,0
16806,Entertainment ,0
16807,Meals for day trip,1
16808,Rail,0
16809,Hotel domestic breakf etc,0
16810,Rail,0
16811, miles travelled,0
16812,Parking Tolls Cong Charge,0
16813, Dinner country,1
16814, Taxi,0
16815,Train km ,0
16816,Per diem Lunch,1
16817, miles travelled,0
16818,Taxi,0
16819,Rail,0
16820, Parking,0
16821,Taxi ,0
16822,Hotel,0
16823, Toll,0
16824,Telephone Mobile,0
16825,Rail,0
16826, miles travelled,0
16827, Toll,0
16828,Rail,0
16829,Telephone Mobile,0
16830,Meals Business Or Travel,1
16831, Meal allowance Paris,1
16832,Eve Meal re overnight stay,1
16833, Lunch,1
16834,Taxis,0
16835,Overseas Per Diem,0
16836,Meals for day trip,1
16837,Underground,0
16838,Late Sitting Conveyance,0
16839, Taxi,0
16840, Taxi,0
16841,Taxis,0
16842, Parking,0
16843, miles travelled,0
16844, Train,0
16845, Taxi,0
16846,Hotel,0
16847,Taxi,0
16848, Lunch,1
16849, Plane,0
16850,Toll,0
16851,Hotel Accommodation,0
16852,Other Tolls,0
16853,Parking Tolls Cong Charge,0
16854,Parking,0
16856,Airfare Used Ticked,0
16857, miles travelled,0
16858,Taxi,0
16859, Transports occasional ,0
16860,Meals Business Or Travel,1
16861, Lunch,1
16862, Dinner country,1
16863,Train km ,0
16864,Telephone Internet,0
16865, Lunch,1
16866,Entertainment ,0
16867,Taxi,0
16868,Other Expenses Others,0
16869,Rail,0
16870,Parking Toll ERP,0
16871,Total Per diem,1
16872, miles travelled,0
16873,Parking,0
16874, Dinner Drink VAT ,1
16875,Hotel Accommodation,0
16876,Rail,0
16878, miles travelled,0
16879, Taxi,0
16881, miles travelled,0
16882,Lunch when at NON client site,1
16883,Hotel domestic accomad ,0
16884,Ferry Other transportation,0
16885,Hotel domestic accomad ,0
16886,Per diem Dinner,1
16887,Mobile,0
16888,others ,0
16890,Rail,0
16891, Dinner country,1
16892,Per diem Lunch,1
16893,Taxi,0
16894, Lnch Dnnr Paris cumulated ,1
16895,Dinner invitation,0
16896,Printing Stationary Expenses,0
16897, Pers Internet Home work,0
16898,UK Per Diem,1
16899,Office Supplies,0
16900, Meal allowance country,1
16901,Air fare,0
16902,Taxis,0
16903, miles travelled,0
16904,Meals Business Or Travel,1
16905,Travel Exp,1
16906, miles travelled,0
16907,Departments events w o VAT,0
16908,Telephone Mobile,0
16909,Mobile,0
16910,Taxi,0
16911, Lunch,1
16912,Parking Tolls Cong Charge,0
16913, miles travelled,0
16914,Underground,0
16915, miles travelled,0
16916, miles travelled,0
16917,Parking Tolls Cong Charge,0
16918, Lunch,1
16919,Train km ,0
16921,Lunch when at NON client site,1
16922,Taxi,0
16923,Taxis,0
16924,Per diem Dinner,1
16925,Rail,0
16926, Lunch,1
16927,Hotel domestic breakf etc,0
16928,Meals Business Or Travel,1
16929,Parking Tolls Cong Charge,0
16930,Hotel Accommodation,0
16931,Taxi Local ,0
16933, Lunch,1
16934,Parking Tolls Cong Charge,0
16935,Other invitation,1
16936,Meals Business Or Travel,1
16937,Hotel Accommodation,0
16938, Lunch,1
16939,Telephone Internet,0
16940, Hotel except Paris Sophia,0
16941,Service Private Sector,0
16942,Taxi,0
16943,Train,0
16944, miles travelled,0
16945,Phone charge,0
16946,Meals Business Or Travel,1
16947, Dinner Drink VAT ,1
16948,Foreign Travel Outfit Allow ,0
16949, Dinner Drink VAT ,1
16950, Hotel Paris Sophia,0
16951,Motorway Car park,0
16954, Lunch Drink VAT ,1
16955,Train km ,0
16956, miles travelled,0
16957,Meals Business Or Travel,1
16958,Motorway Car Park,0
16959,Telepass,0
16960,Taxi,0
16961,Meals for day trip,1
16962, Mileage allowances BULL,0
16963,Train km ,0
16964, Mileage allowances BULL,0
16965, miles travelled,0
16966,Underground,0
16967, Lunch,1
16968,Taxi,0
16969,Per diem Lunch,1
16970,Parking toll ferry client car,0
16971, Hotel except Paris Sophia,0
16972,Taxi,0
16973,Taxis,0
16974,Christmas Functions,0
16975,Lunch when at NON client site,1
16976, Lunch Drink VAT ,1
16977,Taxi,0
16978,Rail,0
16979, miles travelled,0
16980,Hotel domestic accomad ,0
16981, Dinner Paris,1
16982,Foreign Travel Outfit Allow ,0
16983,Meals for day trip,1
16984,Train km ,0
16985,Taxis,0
16986,Meals for day trip,1
16987,Parking,0
16988,Hotel Accommodation,0
16989,Accomodation Local ,0
16990,Rail,0
16991,Entertainment ,0
16992,Hotel domestic accomad ,0
16993, Parking,0
16994,Gasoline,0
16995,Hotel F C,0
16996,Parking Tolls Cong Charge,0
16997, Meal allowance country,1
16998,Meals for day trip,1
16999,Parking Toll ERP,0
17000,Bus,0
17001, miles travelled,0
17002,Train abroad,0
17003, miles travelled,0
17004,Taxi,0
17005,Hotel Accommodation,0
17006,Hotel domestic accomad ,0
17007,Rail,0
17008,Public transport,0
17009, miles travelled,0
17010,Rail,0
17011,Rail,0
17012,Currency exchange fees,0
17013,UK Per Diem,1
17014,Other Expenses Others,0
17015, miles travelled,0
17016,Fuel Hire Pool Car Fuel Card,0
17017,Entertainment ,0
17018,Parking Toll ERP,0
17019, Meal allowance country,1
17020,UK Per Diem,1
17021,Other expenses,0
17022,Meals for day trip,1
17023,Train,0
17024,UK Per Diem,1
17025, Mileage allowances BULL,0
17026,Travel Exp,1
17027,Lodging incl breakfast,0
17028, miles travelled,0
17029,Taxi,0
17030,Rail,0
17031,Parking Toll ERP,0
17032,Taxi,0
17033,Eve Meal re overnight stay,1
17034,Eve Meal re overnight stay,1
17035,Rail,0
17036,Eve Meal re overnight stay,1
17037,Other Incidentals,0
17038,Rail,0
17039, miles travelled,0
